Lead id,Job title,Company,Industry,Location,Company size,Campaign,Channel,Contacted at,Accepted,Replied,Reply label
lead_0176,Head of Sales,Company 79,"Technology, Information and Internet","New York, United States",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-06,yes,,
lead_0177,Sales Manager,Company 80,Financial Services,"Paris, Île-de-France, France",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-09,yes,,
lead_0178,Vice President Growth,Company 81,"Technology, Information and Internet","Amsterdam, Netherlands",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-09,yes,,
lead_0179,Account Executive,Company 82,"Technology, Information and Internet","Madrid, Spain",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-07,yes,,
lead_0180,SDR Manager,Company 83,Financial Services,"Toronto, Canada",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-08,no,,
lead_0181,Directrice Marketing,Company 84,Software Development,"Berlin, Germany",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-12,no,,
lead_0182,Partnerships Manager,Company 85,Business Consulting and Services,"Berlin, Germany",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-01,no,,
lead_0183,Founder & CEO,Company 86,Software Development,"Lisbon, Portugal",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-20,no,,
lead_0184,Chief Revenue Officer,Company 87,Software Development,"Paris, Île-de-France, France",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-27,no,,
lead_0185,Head of Sales,Company 88,"Technology, Information and Internet","Paris, Île-de-France, France",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-01,yes,yes,Interested
lead_0186,Head of RevOps,Company 89,Retail,"Lisbon, Portugal",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-26,yes,,
lead_0187,Chief Revenue Officer,Company 90,Manufacturing,"London, England, United Kingdom",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-18,no,,
lead_0188,Head of Growth,Company 91,Software Development,"Lisbon, Portugal",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-04,no,,
lead_0189,Marketing Manager,Company 92,"Technology, Information and Internet","Paris, Île-de-France, France",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-15,no,,
lead_0190,Directrice Marketing,Company 93,"Technology, Information and Internet","Paris, Île-de-France, France",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-27,yes,,
lead_0191,Sales Manager,Company 94,Marketing Services,"Madrid, Spain",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-22,yes,,
lead_0192,Chief Revenue Officer,Company 95,Software Development,"Amsterdam, Netherlands",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-17,no,,
lead_0193,COO,Company 96,IT Services and IT Consulting,"Berlin, Germany",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-04,no,,
lead_0194,Partnerships Manager,Company 00,"Technology, Information and Internet","Austin, Texas, United States",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-11,yes,,
lead_0195,Co-Founder & CEO,Company 01,Marketing Services,"Amsterdam, Netherlands",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-09,no,,
lead_0196,Sales Manager,Company 02,Marketing Services,"New York, United States",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-23,yes,,
lead_0197,Sales Manager,Company 03,Software Development,"Toronto, Canada",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-18,no,,
lead_0198,Chief Growth Officer,Company 04,Software Development,"Lyon, France",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-02,no,,
lead_0199,Vice President Growth,Company 05,Software Development,"Lyon, France",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-03,yes,,
lead_0200,Sales Manager,Company 06,Software Development,"Berlin, Germany",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-14,no,,
lead_0201,Vice President Growth,Company 07,Marketing Services,"Toronto, Canada",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-09,no,yes,Interested
lead_0202,Directrice Marketing,Company 08,Financial Services,"Lisbon, Portugal",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-17,yes,,
lead_0203,Head of Growth,Company 09,Manufacturing,"London, England, United Kingdom",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-22,yes,,
lead_0204,Head of Sales,Company 10,"Technology, Information and Internet","London, England, United Kingdom",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-16,yes,,
lead_0205,Head of Sales,Company 11,Software Development,"London, England, United Kingdom",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-07,no,,
lead_0206,Co-Founder & CEO,Company 12,Financial Services,"Berlin, Germany",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-12,no,,
lead_0207,Partnerships Manager,Company 13,Software Development,"Toronto, Canada",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-16,no,,
lead_0208,GTM Engineer,Company 14,Software Development,"Paris, Île-de-France, France",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-01,no,,
lead_0209,CMO,Company 15,Software Development,"Lyon, France",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-28,no,,
lead_0210,SVP Revenue,Company 16,Financial Services,"Lisbon, Portugal",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-06,yes,,
lead_0211,GTM Engineer,Company 17,Software Development,"Lisbon, Portugal",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-25,no,,
lead_0212,VP Marketing,Company 18,Software Development,"Lyon, France",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-28,no,,
lead_0213,Head of Growth,Company 19,Software Development,"New York, United States",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-13,no,,
lead_0214,Sales Manager,Company 20,Software Development,"Amsterdam, Netherlands",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-09,yes,,
lead_0215,Managing Partner,Company 21,Software Development,"Berlin, Germany",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-28,no,,
lead_0216,VP Marketing,Company 22,Software Development,"Lisbon, Portugal",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-07,no,,
lead_0217,Founder,Company 23,Software Development,"Lisbon, Portugal",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-07,no,,
lead_0218,Responsable Commercial,Company 24,"Technology, Information and Internet","Toronto, Canada",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-25,yes,,
lead_0219,Growth Marketer,Company 25,Retail,"Amsterdam, Netherlands",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-17,no,,
lead_0220,Chief Revenue Officer,Company 26,Marketing Services,"Amsterdam, Netherlands",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-19,yes,,
lead_0221,Co-Founder & CEO,Company 27,Manufacturing,"Amsterdam, Netherlands",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-12,no,,
lead_0222,Managing Partner,Company 28,Software Development,"Toronto, Canada",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-01,yes,yes,Referral
lead_0223,Head of Growth,Company 29,Software Development,"Madrid, Spain",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-15,no,,
lead_0224,Managing Partner,Company 30,Software Development,"Berlin, Germany",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-03,yes,yes,Interested
lead_0225,Head of Sales,Company 31,Retail,"Lyon, France",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-13,no,,
lead_0226,Co-Founder & CEO,Company 32,Financial Services,"London, England, United Kingdom",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-17,yes,,
lead_0227,VP Sales,Company 33,Software Development,"New York, United States",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-02,no,,
lead_0228,Business Developer,Company 34,Manufacturing,"Austin, Texas, United States",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-23,no,,
lead_0229,CEO,Company 35,Software Development,"New York, United States",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-24,yes,,
lead_0230,Head of Growth,Company 36,"Technology, Information and Internet","London, England, United Kingdom",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-16,yes,,
lead_0231,GTM Engineer,Company 37,Manufacturing,"New York, United States",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-06,no,,
lead_0232,Business Developer,Company 38,Retail,"Lisbon, Portugal",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-13,no,,
lead_0233,Account Executive,Company 39,Software Development,"Lisbon, Portugal",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-21,yes,,
lead_0234,Founder & CEO,Company 40,"Technology, Information and Internet","Lisbon, Portugal",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-09,yes,yes,Interested
lead_0235,VP Marketing,Company 41,Software Development,"London, England, United Kingdom",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-15,no,yes,Not interested
lead_0236,Head of Growth,Company 42,Marketing Services,"Austin, Texas, United States",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-12,yes,,
lead_0237,Growth Marketer,Company 43,Software Development,"Madrid, Spain",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-02,no,,
lead_0238,GTM Engineer,Company 44,Software Development,"Amsterdam, Netherlands",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-05,yes,,
lead_0239,Co-Founder & CEO,Company 45,"Technology, Information and Internet","Madrid, Spain",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-09,no,yes,Interested
lead_0240,Co-Founder & CEO,Company 46,Software Development,"Lyon, France",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-16,no,yes,Interested
lead_0241,Sales Director,Company 47,Software Development,"Toronto, Canada",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-27,no,yes,Not now
lead_0242,SDR,Company 48,Retail,"London, England, United Kingdom",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-14,no,,
lead_0243,Founder,Company 49,Financial Services,"Paris, Île-de-France, France",51-200,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-23,yes,,
lead_0244,SVP Revenue,Company 50,Manufacturing,"London, England, United Kingdom",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-12,no,,
lead_0245,SDR Manager,Company 51,Retail,"Paris, Île-de-France, France",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-28,yes,,
lead_0246,Head of Growth,Company 52,"Technology, Information and Internet","Berlin, Germany",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-08,no,,
lead_0247,CMO,Company 53,Software Development,"Paris, Île-de-France, France",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-04,no,,
lead_0248,CEO,Company 54,Financial Services,"Lisbon, Portugal",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-08,no,yes,Not interested
lead_0249,Co-Founder & CEO,Company 55,"Technology, Information and Internet","Toronto, Canada",501-1000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-06-04,yes,,
lead_0250,Head of Sales,Company 56,Software Development,"Berlin, Germany",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-19,no,,
lead_0251,Account Executive,Company 57,"Technology, Information and Internet","Lyon, France",201-500,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-17,yes,,
lead_0252,Partnerships Manager,Company 58,"Technology, Information and Internet","Amsterdam, Netherlands",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-14,no,,
lead_0253,Marketing Manager,Company 59,Retail,"Amsterdam, Netherlands",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-05,no,,
lead_0254,Growth Marketer,Company 60,IT Services and IT Consulting,"Amsterdam, Netherlands",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-17,yes,,
lead_0255,Head of Sales,Company 61,Software Development,"Madrid, Spain",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-07-25,no,,
lead_0256,Partnerships Manager,Company 62,Retail,"Paris, Île-de-France, France",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-20,yes,,
lead_0257,Partnerships Manager,Company 63,Marketing Services,"Lyon, France",1-10,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-09,yes,yes,Interested
lead_0258,CMO,Company 64,"Technology, Information and Internet","London, England, United Kingdom",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-20,no,,
lead_0259,COO,Company 65,Financial Services,"Lisbon, Portugal",11-50,Q2 — SaaS founders FR/UK,LINKEDIN,2026-05-17,yes,,
lead_0260,Head of RevOps,Company 66,Software Development,"London, England, United Kingdom",1001-5000,Q2 — SaaS founders FR/UK,LINKEDIN,2026-08-18,yes,,
lead_0261,Founder & CEO,Company 67,IT Services and IT Consulting,"Toronto, Canada",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-12,,,
lead_0262,Head of RevOps,Company 68,IT Services and IT Consulting,"Paris, Île-de-France, France",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-11,,,
lead_0263,Head of Growth,Company 69,Marketing Services,"Paris, Île-de-France, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-06,,,
lead_0264,VP Sales,Company 70,Financial Services,"Austin, Texas, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-07,,,
lead_0265,CMO,Company 71,Software Development,"Amsterdam, Netherlands",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-22,,yes,Meeting booked
lead_0266,SDR Manager,Company 72,Software Development,"New York, United States",501-1000,Q2 — RevOps EU (email),EMAIL,2026-08-24,,,
lead_0267,VP Sales,Company 73,Financial Services,"New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-20,,,
lead_0268,Responsable Commercial,Company 74,IT Services and IT Consulting,"Berlin, Germany",51-200,Q2 — RevOps EU (email),EMAIL,2026-07-28,,yes,Referral
lead_0269,Chief Growth Officer,Company 75,IT Services and IT Consulting,"Berlin, Germany",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-28,,,
lead_0270,Sales Director,Company 76,IT Services and IT Consulting,"Lisbon, Portugal",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-24,,,
lead_0271,Vice President Growth,Company 77,Marketing Services,"Madrid, Spain",501-1000,Q2 — RevOps EU (email),EMAIL,2026-08-11,,yes,Out of office
lead_0272,Head of RevOps,Company 78,"Technology, Information and Internet","Austin, Texas, United States",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-14,,,
lead_0273,Founder,Company 79,Financial Services,"Lyon, France",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-11,,yes,Interested
lead_0274,Chief Growth Officer,Company 80,Marketing Services,"Austin, Texas, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-25,,,
lead_0275,GTM Engineer,Company 81,Marketing Services,"Madrid, Spain",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-15,,,
lead_0276,Partnerships Manager,Company 82,IT Services and IT Consulting,"London, England, United Kingdom",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-08,,,
lead_0277,Directrice Marketing,Company 83,Marketing Services,"Berlin, Germany",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-14,,,
lead_0278,Sales Manager,Company 84,Marketing Services,"Toronto, Canada",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-27,,yes,Not now
lead_0279,Responsable Commercial,Company 85,Marketing Services,"London, England, United Kingdom",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-10,,,
lead_0280,Growth Marketer,Company 86,IT Services and IT Consulting,"Berlin, Germany",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-10,,,
lead_0281,Head of Sales,Company 87,"Technology, Information and Internet","Berlin, Germany",201-500,Q2 — RevOps EU (email),EMAIL,2026-05-21,,,
lead_0282,VP Sales,Company 88,Software Development,"Madrid, Spain",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-05-26,,yes,Referral
lead_0283,GTM Engineer,Company 89,IT Services and IT Consulting,"Lyon, France",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-22,,yes,Interested
lead_0284,Founder,Company 90,Marketing Services,"Berlin, Germany",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-07,,,
lead_0285,COO,Company 91,Marketing Services,"London, England, United Kingdom",501-1000,Q2 — RevOps EU (email),EMAIL,2026-05-04,,yes,Out of office
lead_0286,Head of Growth,Company 92,Software Development,"Paris, Île-de-France, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-08-25,,,
lead_0287,Responsable Commercial,Company 93,Financial Services,"Berlin, Germany",51-200,Q2 — RevOps EU (email),EMAIL,2026-05-09,,,
lead_0288,CEO,Company 94,"Technology, Information and Internet","Lyon, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-01,,yes,Referral
lead_0289,Head of RevOps,Company 95,Marketing Services,"New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-02,,,
lead_0290,Business Developer,Company 96,Financial Services,"Lisbon, Portugal",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-14,,,
lead_0291,Business Developer,Company 00,Software Development,"Madrid, Spain",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-23,,,
lead_0292,Founder & CEO,Company 01,IT Services and IT Consulting,"New York, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-06,,yes,Interested
lead_0293,Vice President Growth,Company 02,Financial Services,"Amsterdam, Netherlands",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-28,,,
lead_0294,SDR Manager,Company 03,Software Development,"Amsterdam, Netherlands",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-08,,,
lead_0295,Co-Founder & CEO,Company 04,"Technology, Information and Internet","Paris, Île-de-France, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-22,,yes,Not interested
lead_0296,Chief Revenue Officer,Company 05,Financial Services,"Berlin, Germany",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-15,,,
lead_0297,Chief Revenue Officer,Company 06,Financial Services,"Madrid, Spain",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-21,,,
lead_0298,Co-Founder & CEO,Company 07,IT Services and IT Consulting,"New York, United States",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-28,,,
lead_0299,Business Developer,Company 08,Financial Services,"Lisbon, Portugal",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-12,,,
lead_0300,Head of Sales,Company 09,"Technology, Information and Internet","London, England, United Kingdom",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-17,,yes,Out of office
lead_0301,Marketing Manager,Company 10,Marketing Services,"Austin, Texas, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-05-13,,,
lead_0302,Partnerships Manager,Company 11,"Technology, Information and Internet","New York, United States",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-04,,yes,Referral
lead_0303,Managing Partner,Company 12,Financial Services,"New York, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-05,,,
lead_0304,Managing Partner,Company 13,IT Services and IT Consulting,"Berlin, Germany",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-06,,yes,Not now
lead_0305,Chief Growth Officer,Company 14,IT Services and IT Consulting,"Madrid, Spain",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-21,,yes,Meeting booked
lead_0306,Partnerships Manager,Company 15,Software Development,"Paris, Île-de-France, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-06,,,
lead_0307,Chief Growth Officer,Company 16,Software Development,"Austin, Texas, United States",501-1000,Q2 — RevOps EU (email),EMAIL,2026-08-21,,,
lead_0308,Responsable Commercial,Company 17,Marketing Services,"Toronto, Canada",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-14,,,
lead_0309,VP Sales,Company 18,Software Development,"Austin, Texas, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-28,,,
lead_0310,Account Executive,Company 19,Software Development,"Amsterdam, Netherlands",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-25,,,
lead_0311,SVP Revenue,Company 20,IT Services and IT Consulting,"Lyon, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-09,,,
lead_0312,Business Developer,Company 21,IT Services and IT Consulting,"Amsterdam, Netherlands",201-500,Q2 — RevOps EU (email),EMAIL,2026-08-17,,,
lead_0313,Head of Sales,Company 22,"Technology, Information and Internet","Toronto, Canada",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-16,,,
lead_0314,Growth Marketer,Company 23,Marketing Services,"Berlin, Germany",51-200,Q2 — RevOps EU (email),EMAIL,2026-07-06,,,
lead_0315,Head of Growth,Company 24,"Technology, Information and Internet","Berlin, Germany",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-12,,,
lead_0316,Marketing Manager,Company 25,"Technology, Information and Internet","Lisbon, Portugal",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-16,,,
lead_0317,Chief Growth Officer,Company 26,IT Services and IT Consulting,"Amsterdam, Netherlands",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-10,,yes,Referral
lead_0318,Managing Partner,Company 27,Software Development,"Madrid, Spain",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-22,,,
lead_0319,Sales Manager,Company 28,IT Services and IT Consulting,"London, England, United Kingdom",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-10,,yes,Not interested
lead_0320,Account Executive,Company 29,Financial Services,"London, England, United Kingdom",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-10,,,
lead_0321,COO,Company 30,IT Services and IT Consulting,"Lyon, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-10,,yes,Interested
lead_0322,Business Developer,Company 31,IT Services and IT Consulting,"Amsterdam, Netherlands",1-10,Q2 — RevOps EU (email),EMAIL,2026-08-19,,,
lead_0323,Account Executive,Company 32,IT Services and IT Consulting,"Toronto, Canada",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-01,,,
lead_0324,Sales Manager,Company 33,Marketing Services,"Austin, Texas, United States",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-08-08,,,
lead_0325,Chief Growth Officer,Company 34,IT Services and IT Consulting,"Austin, Texas, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-06,,,
lead_0326,Growth Marketer,Company 35,"Technology, Information and Internet","Austin, Texas, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-08-20,,,
lead_0327,Partnerships Manager,Company 36,Financial Services,"New York, United States",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-05,,,
lead_0328,SDR Manager,Company 37,Financial Services,"Paris, Île-de-France, France",11-50,Q2 — RevOps EU (email),EMAIL,2026-05-04,,,
lead_0329,SDR,Company 38,"Technology, Information and Internet","Madrid, Spain",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-24,,,
lead_0330,Directrice Marketing,Company 39,Software Development,"New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-05,,,
lead_0331,CEO,Company 40,Software Development,"Lisbon, Portugal",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-07,,,
lead_0332,COO,Company 41,Marketing Services,"Madrid, Spain",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-10,,yes,Interested
lead_0333,Growth Marketer,Company 42,Software Development,"Paris, Île-de-France, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-08-27,,,
lead_0334,Vice President Growth,Company 43,Software Development,"Lyon, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-08-12,,,
lead_0335,Chief Revenue Officer,Company 44,Financial Services,"Lisbon, Portugal",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-18,,,
lead_0336,GTM Engineer,Company 45,Marketing Services,"London, England, United Kingdom",501-1000,Q2 — RevOps EU (email),EMAIL,2026-05-24,,,
lead_0337,Marketing Manager,Company 46,Marketing Services,"Madrid, Spain",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-16,,,
lead_0338,Managing Partner,Company 47,Financial Services,"Paris, Île-de-France, France",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-08,,,
lead_0339,SDR Manager,Company 48,"Technology, Information and Internet","Lyon, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-18,,,
lead_0340,VP Sales,Company 49,"Technology, Information and Internet","Lisbon, Portugal",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-09,,yes,Interested
lead_0341,Managing Partner,Company 50,Financial Services,"London, England, United Kingdom",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-17,,,
lead_0342,Founder,Company 51,IT Services and IT Consulting,"Toronto, Canada",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-23,,yes,Interested
lead_0343,Account Executive,Company 52,Software Development,"Berlin, Germany",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-18,,,
lead_0344,Marketing Manager,Company 53,Marketing Services,"Lisbon, Portugal",1-10,Q2 — RevOps EU (email),EMAIL,2026-08-13,,,
lead_0345,Head of Sales,Company 54,Software Development,"Amsterdam, Netherlands",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-02,,,
lead_0346,VP Marketing,Company 55,Software Development,"Lyon, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-15,,,
lead_0347,Sales Director,Company 56,Software Development,"New York, United States",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-04,,,
lead_0348,Chief Growth Officer,Company 57,Financial Services,"Paris, Île-de-France, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-04,,,
lead_0349,Sales Manager,Company 58,Financial Services,"Lisbon, Portugal",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-05-27,,,
lead_0350,SVP Revenue,Company 59,Financial Services,"London, England, United Kingdom",501-1000,Q2 — RevOps EU (email),EMAIL,2026-05-22,,,
lead_0351,Managing Partner,Company 60,IT Services and IT Consulting,"Lyon, France",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-04,,,
lead_0352,COO,Company 61,Financial Services,"Berlin, Germany",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-10,,,
lead_0353,SDR Manager,Company 62,Marketing Services,"Toronto, Canada",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-25,,,
lead_0354,CEO,Company 63,Financial Services,"Lisbon, Portugal",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-16,,,
lead_0355,Chief Revenue Officer,Company 64,Marketing Services,"Lyon, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-27,,,
lead_0356,Partnerships Manager,Company 65,IT Services and IT Consulting,"New York, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-17,,,
lead_0357,Sales Director,Company 66,Financial Services,"Lyon, France",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-02,,,
lead_0358,Partnerships Manager,Company 67,Financial Services,"Lisbon, Portugal",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-12,,,
lead_0359,Head of RevOps,Company 68,Financial Services,"Paris, Île-de-France, France",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-15,,,
lead_0360,Chief Growth Officer,Company 69,"Technology, Information and Internet","Berlin, Germany",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-13,,,
